,Facility Name,Resident Weeks,Covid Infections,Facility Infection Rate,County Infection Rate,Infection Score,Final Payment,Infection Rate,Rate Ratio
17563,RULEME CENTER,267.0,0,0.0,2.79,0.67,87291,0.0,0.0
17564,CENTURY CENTER FOR REHABILITATION AND HEALING,292.0,0,0.0,3.72,0.73,93043,0.0,0.0
17565,DESTIN HEALTHCARE AND REHABILITATION CENTER,465.0,0,0.0,4.1,1.16,148926,0.0,0.0
17566,PAGE REHABILITATION AND HEALTHCARE CENTER,578.0,0,0.0,2.96,1.45,160876,0.0,0.0
17567,METRO WEST NURSING AND REHAB CENTER,381.0,0,0.0,2.95,0.95,128767,0.0,0.0
17568,SAVANNAH COVE OF THE PALM BEACHES,87.0,0,0.0,2.54,0.22,27722,0.0,0.0
17569,VIERA HEALTH AND REHABILITATION CENTER,395.0,0,0.0,1.93,0.76,97250,0.0,0.0
17570,SAVANNAH COVE,136.0,0,0.0,2.95,0.34,43335,0.0,0.0
17571,PLANTATION BAY REHABILITATION CENTER,454.0,0,0.0,4.02,1.14,144663,0.0,0.0
17572,YBOR CITY CENTER FOR REHABILITATION AND HEALING,219.0,0,0.0,2.76,0.55,69782,0.0,0.0
17573,CONSULATE HEALTH CARE OF ST PETERSBURG,322.0,0,0.0,2.67,0.81,102602,0.0,0.0
17574,WESTMINSTER WOODS ON JULINGTON CREEK,201.0,0,0.0,3.48,0.5,69125,0.0,0.0
17575,FRANCO NURSING & REHABILITATION CENTER,366.0,0,0.0,5.58,0.92,116622,0.0,0.0
17576,ATLANTIC SHORES NURSING AND REHAB CENTER,255.0,0,0.0,1.93,0.49,75338,0.0,0.0
17577,MANORCARE HEALTH SERVICES WEST PALM BEACH,343.0,0,0.0,2.54,0.86,123301,0.0,0.0
17578,FLORIDA HOSPITAL NORTH PINELLAS,94.0,0,0.0,2.67,0.24,29952,0.0,0.0
17579,WESTMINSTER COMMUNITIES OF BRADENTON WESTMINSTER,196.0,0,0.0,2.92,0.49,74944,0.0,0.0
17580,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,246.0,0,0.0,5.16,0.62,78386,0.0,0.0
17581,WESTMINSTER SUNCOAST,446.0,0,0.0,2.67,1.12,142114,0.0,0.0
17582,VILLA HEALTH & REHABILITATION CENTER,429.0,0,0.0,2.22,0.95,140953,0.0,0.0
17583,CONSULATE HEALTH CARE OF PENSACOLA,405.0,0,0.0,3.72,1.01,130206,0.0,0.0
17584,GOOD SAMARITAN SOCIETY-FLORIDA LUTHERAN,178.0,0,0.0,2.22,0.4,54647,0.0,0.0
17585,PALMETTO SUBACUTE CARE CENTER,278.0,1,3.6,5.58,0.55,56228,3.5971223021582737,0.6451612903225806
17586,FLORIDA PRESBYTERIAN HOMES INC,188.0,0,0.0,2.82,0.47,65041,0.0,0.0
17587,BRANDON HEALTH AND REHABILITATION CENTER,428.0,0,0.0,2.76,1.07,136378,0.0,0.0
17588,GRAND OAKS HEALTH AND REHABILITATION CENTER,356.0,0,0.0,1.77,0.63,80138,0.0,0.0
17589,KR AT COLLEGE HARBOR,150.0,0,0.0,2.67,0.38,47796,0.0,0.0
17590,SOLARIS HEALTHCARE WINDERMERE,425.0,1,2.35,2.95,0.25,38639,2.352941176470588,0.7966101694915254
17591,LIFE CARE CENTER AT WELLS CROSSING,354.0,0,0.0,3.23,0.89,116201,0.0,0.0
17592,LAFAYETTE NURSING AND REHABILITATION CENTER,164.0,0,0.0,2.7,0.41,52257,0.0,0.0
17593,LIFE CARE CENTER OF ORLANDO,416.0,1,2.4,2.95,0.23,34581,2.403846153846154,0.8135593220338982
17594,SOLARIS HEALTHCARE COCONUT CREEK,407.0,1,2.46,3.35,0.37,54639,2.457002457002457,0.7343283582089551
17595,CONSULATE HEALTH CARE OF PORT CHARLOTTE,355.0,0,0.0,2.66,0.89,135741,0.0,0.0
17596,CONSULATE HEALTH CARE OF SARASOTA,260.0,0,0.0,2.41,0.63,79973,0.0,0.0
17597,CONSULATE HEALTH CARE OF WINTER HAVEN,306.0,0,0.0,2.82,0.77,117005,0.0,0.0
17598,MANORCARE HEALTH SERVICES,352.0,0,0.0,2.54,0.88,125656,0.0,0.0
17599,BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,318.0,0,0.0,2.82,0.8,101328,0.0,0.0
17600,BRIGHTON GARDENS OF TAMPA,124.0,0,0.0,2.76,0.31,39511,0.0,0.0
17601,GLADES HEALTH CARE CENTER,220.0,0,0.0,2.54,0.55,70101,0.0,0.0
17602,BROOKDALE PALMER RANCH SNF,202.0,0,0.0,2.41,0.49,62133,0.0,0.0
17603,ADVENTHEALTH CARE CENTER ORLANDO NORTH,412.0,0,0.0,2.95,1.03,131280,0.0,0.0
17604,AVANTE AT ORLANDO INC,420.0,0,0.0,2.95,1.05,142991,0.0,0.0
17605,LAKE MARY HEALTH AND REHABILITATION CENTER,418.0,0,0.0,2.37,0.99,126184,0.0,0.0
17606,WESTMINSTER POINT PLEASANT,358.0,0,0.0,2.92,0.9,136888,0.0,0.0
17607,ST PETERSBURG NURSING & REHABILITATION,310.0,0,0.0,2.67,0.78,103536,0.0,0.0
17608,JACKSON PLAZA NURSING AND REHABILITATION CENTER,301.0,0,0.0,5.58,0.75,115093,0.0,0.0
17609,INN AT SARASOTA BAY CLUB,129.0,0,0.0,2.41,0.31,47615,0.0,0.0
17610,"ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING",318.0,1,3.14,3.35,0.07,10185,3.1446540880503147,0.9373134328358209
17611,WESTMINSTER ST AUGUSTINE,83.0,0,0.0,3.48,0.21,26447,0.0,0.0
17612,FREEDOM SQUARE HEALTH CARE CENTER,259.0,0,0.0,2.67,0.65,93269,0.0,0.0
17613,RIVERCHASE HEALTH AND REHABILITATION CENTER,401.0,1,2.49,2.85,0.14,21673,2.493765586034913,0.8736842105263158
17614,BRYNWOOD HEALTH AND REHABILITATION CENTER,274.0,0,0.0,3.19,0.69,104769,0.0,0.0
17615,LIFE CARE CENTER OF INVERRARY,404.0,1,2.48,3.35,0.36,54303,2.4752475247524752,0.7402985074626866
17616,LUTHERAN HAVEN NURSING HOME,175.0,0,0.0,2.37,0.41,52828,0.0,0.0
17617,SUNNYSIDE NURSING HOME,197.0,0,0.0,2.41,0.48,60595,0.0,0.0
17618,LAKESIDE NEUROLOGIC,29.0,0,0.0,2.72,0.07,9241,0.0,0.0
17619,DOUGLAS JACOBSON STATE VETERANS NURSING HOME,244.0,0,0.0,2.66,0.61,79557,0.0,0.0
17620,LIFE CARE CENTER OF PALM BAY,467.0,0,0.0,1.93,0.9,119418,0.0,0.0
17621,RIDGECREST NURSING AND REHABILITATION CENTER,528.0,0,0.0,2.22,1.17,149516,0.0,0.0
17622,BENTLEY CARE CENTER,197.0,0,0.0,2.59,0.49,65387,0.0,0.0
17623,LIFE CARE CENTER OF JACKSONVILLE,293.0,0,0.0,3.84,0.73,112034,0.0,0.0
17624,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,246.0,0,0.0,2.42,0.6,75955,0.0,0.0
17625,"NURSING CENTER AT LA POSADA, THE",125.0,0,0.0,2.54,0.31,43928,0.0,0.0
17626,GRACE HEALTHCARE OF LAKE WALES,298.0,0,0.0,2.82,0.75,96809,0.0,0.0
17627,DESOTO HEALTH AND REHAB,168.0,0,0.0,2.92,0.42,53532,0.0,0.0
17628,GRACE REHABILITATION CENTER OF VERO BEACH,166.0,0,0.0,2.32,0.38,49050,0.0,0.0
17629,VI AT AVENTURA,88.0,0,0.0,5.58,0.22,28040,0.0,0.0
17630,MOOSEHAVEN,145.0,0,0.0,3.23,0.36,55443,0.0,0.0
17631,BAY VILLAGE OF SARASOTA,215.0,0,0.0,2.41,0.52,66132,0.0,0.0
17632,ASTORIA HEALTH AND REHABILITATION CENTER,428.0,1,2.34,2.82,0.21,31643,2.336448598130841,0.8297872340425532
17633,KEY WEST HEALTH AND REHABILITATION CENTER,384.0,1,2.6,2.69,0.03,5300,2.6041666666666665,0.966542750929368
17634,ADDINGTON PLACE AT WELLINGTON GREEN,275.0,0,0.0,2.54,0.69,93916,0.0,0.0
17635,RIVIERA HEALTH RESORT,861.0,0,0.0,5.58,2.15,289234,0.0,0.0
17636,CLUB HEALTH AND REHABILITATION CENTER AT THE VILLA,212.0,0,0.0,2.42,0.51,78548,0.0,0.0
17637,"PAVILION FOR HEALTH CARE, THE",150.0,0,0.0,3.23,0.38,50837,0.0,0.0
17638,FLORIDA BAPTIST RETIREMENT CENTER,69.0,0,0.0,2.32,0.16,20388,0.0,0.0
17639,HAWTHORNE HEALTH AND REHAB OF SARASOTA,271.0,0,0.0,2.41,0.65,93349,0.0,0.0
17640,VILLAGES REHABILITATION AND NURSING CENTER (THE),436.0,0,0.0,2.79,1.09,138927,0.0,0.0
17641,UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER,537.0,0,0.0,5.58,1.34,205332,0.0,0.0
17642,STEWARD SEBASTIAN RIVER MEDICAL CENTER,85.0,0,0.0,2.32,0.2,30139,0.0,0.0
17643,SARASOTA POINT REHABILITATION CENTER,333.0,0,0.0,2.41,0.8,102427,0.0,0.0
17644,RENAISSANCE AT THE TERRACES,115.0,0,0.0,2.96,0.29,40894,0.0,0.0
17645,GLADES WEST REHABILITATION AND NURSING C,374.0,0,0.0,3.35,0.94,128762,0.0,0.0
17646,HEALTH CENTER AT SINAI RESIDENCES,201.0,0,0.0,2.54,0.5,65483,0.0,0.0
17647,BRIDGEWATER PARK HEALTH & REHABILITATION CENTER,417.0,1,2.4,2.77,0.15,23650,2.398081534772182,0.8664259927797834
17648,BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTE,489.0,0,0.0,2.67,1.22,164206,0.0,0.0
17649,OLIVE BRANCH HEALTH AND REHAB CENTER,330.0,0,0.0,3.72,0.83,105151,0.0,0.0
17650,WESTMINSTER BALDWIN PARK,142.0,0,0.0,2.95,0.36,45247,0.0,0.0
17651,ADVENTHEALTH CARE CENTER WATERMAN,397.0,0,0.0,2.79,0.99,126500,0.0,0.0
17652,PRUITTHEALTH - PANAMA CITY,282.0,1,3.55,4.15,0.17,26226,3.5460992907801416,0.8554216867469878
17653,GULF COAST MEDICAL CENTER SKILLED NURSING UNIT,171.0,0,0.0,2.96,0.43,65385,0.0,0.0
17654,ADVENTHEALTH DADE CITY,111.0,0,0.0,2.82,0.28,35369,0.0,0.0
17655,FAIR HAVENS CENTER,332.0,0,0.0,5.58,0.83,112938,0.0,0.0
17656,GARDENS AT TERRACINA HEALTH & REHABILITATION,103.0,0,0.0,2.59,0.26,32820,0.0,0.0
17657,ORLANDO HEALTH CENTER FOR REHABILITATION,273.0,0,0.0,2.95,0.68,104387,0.0,0.0
17658,SOUTH DADE NURSING AND REHABILITATION CENTER,627.0,0,0.0,5.58,1.57,199787,0.0,0.0
17659,NORTH DADE NURSING AND REHABILITATION CENTER,787.0,0,0.0,5.58,1.97,250770,0.0,0.0
17660,LAKES OF CLERMONT HEALTH AND REHABILITATION CENTER,216.0,0,0.0,2.79,0.54,68826,0.0,0.0
17661,THE PRESERVE,137.0,0,0.0,2.96,0.34,43654,0.0,0.0
17662,PRUITTHEALTH - SOUTHWOOD,110.0,0,0.0,3.18,0.28,35050,0.0,0.0
17663,NORTH DECATUR HEALTH AND REHABILITATION CENTER,195.0,0,0.0,2.82,0.49,74562,0.0,0.0
17664,"CENTER FOR ADVANCED REHAB AT PARKSIDE, THE",461.0,0,0.0,4.1,1.15,146893,0.0,0.0
17665,AZALEA HEALTH AND REHABILITATION CENTER,267.0,1,3.75,4.24,0.13,20065,3.745318352059925,0.8844339622641509
17666,MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST,432.0,0,0.0,2.34,1.01,128955,0.0,0.0
17667,BROWN HEALTH AND REHABILITATION,332.0,0,0.0,4.93,0.83,126946,0.0,0.0
17668,NHC HEALTHCARE ROSSVILLE,377.0,0,0.0,4.11,0.94,128565,0.0,0.0
17669,EFFINGHAM CARE & REHABILITATION CENTER,343.0,0,0.0,1.38,0.47,64559,0.0,0.0
17670,ABERCORN REHABILITATION CENTER,267.0,0,0.0,1.83,0.49,63183,0.0,0.0
17671,ANDERSON MILL HEALTH AND REHABILITATION CENTER,436.0,0,0.0,3.69,1.09,148322,0.0,0.0
17672,ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR,596.0,0,0.0,2.34,1.4,189235,0.0,0.0
17673,KENTWOOD NURSING FACILITY,253.0,0,0.0,4.24,0.63,80616,0.0,0.0
17674,AMARA HEALTHCARE & REHAB,305.0,0,0.0,4.24,0.76,116622,0.0,0.0
17675,APPLING NURSING AND REHABILITATION PAVILION,331.0,1,3.02,3.51,0.16,24652,3.0211480362537766,0.8603988603988605
17676,HARBORVIEW SATILLA,533.0,0,0.0,3.46,1.33,184362,0.0,0.0
17677,DUNWOODY HEALTH AND REHABILITATION CENTER,485.0,0,0.0,3.13,1.21,154541,0.0,0.0
17678,JOE-ANNE BURGIN NURSING HOME,189.0,0,0.0,1.4,0.26,33763,0.0,0.0
17679,DOUGLASVILLE NURSING AND REHABILITATION CENTER,855.0,0,0.0,3.5,2.14,276459,0.0,0.0
17680,PRUITTHEALTH - MARIETTA,330.0,0,0.0,3.69,0.83,105151,0.0,0.0
17681,HIGH SHOALS HEALTH AND REHABILITATION,279.0,0,0.0,4.21,0.7,96366,0.0,0.0
17682,CHULIO HILLS HEALTH AND REHAB,241.0,0,0.0,4.26,0.6,80496,0.0,0.0
17683,PRUITTHEALTH - MACON,666.0,0,0.0,3.19,1.67,212214,0.0,0.0
17684,COMER HEALTH AND REHABILITATION,301.0,1,3.32,4.76,0.43,57015,3.3222591362126246,0.6974789915966386
17685,"PLACE AT DEANS BRIDGE, THE",252.0,0,0.0,4.24,0.63,87553,0.0,0.0
17686,KULA HOSPITAL,346.0,0,0.0,0.71,0.25,31346,0.0,0.0
17687,WINDERMERE HEALTH AND REHABILITATION CENTER,304.0,1,3.29,4.24,0.29,38256,3.289473684210526,0.7759433962264151
17688,ZEBULON PARK HEALTH AND REHABILITATION,218.0,0,0.0,3.19,0.55,69464,0.0,0.0
17689,LENBROOK,197.0,0,0.0,2.82,0.49,68469,0.0,0.0
17690,PRUITTHEALTH - LAFAYETTE,285.0,0,0.0,4.11,0.71,90812,0.0,0.0
17691,"PLACE AT MARTINEZ, THE",259.0,0,0.0,4.24,0.65,82528,0.0,0.0
17692,PRUITTHEALTH - AUSTELL,458.0,0,0.0,3.69,1.15,145937,0.0,0.0
17693,BRIARWOOD HEALTH AND REHABILITATION CENTER,287.0,0,0.0,2.82,0.72,73160,0.0,0.0
17694,BAINBRIDGE HEALTH AND REHAB,283.0,0,0.0,2.99,0.71,92436,0.0,0.0
17695,PRUITTHEALTH - WASHINGTON,101.0,0,0.0,3.4,0.25,38619,0.0,0.0
17696,DELMAR GARDENS OF SMYRNA,402.0,0,0.0,3.69,1.01,138571,0.0,0.0
17697,MIONA GERIATRIC & DEMENTIA CENTER,316.0,0,0.0,1.7,0.54,69182,0.0,0.0
17698,PRUITTHEALTH - SAVANNAH,431.0,0,0.0,1.83,0.79,100688,0.0,0.0
17699,BERRIEN NURSING CENTER,291.0,0,0.0,3.61,0.73,92724,0.0,0.0
17700,PRUITTHEALTH - TOCCOA,502.0,0,0.0,5.79,1.26,159957,0.0,0.0
17701,BOLINGREEN HEALTH AND REHABILITATION,283.0,0,0.0,3.83,0.71,93252,0.0,0.0
17702,MUSCOGEE MANOR & REHABILITATION CTR,498.0,1,2.01,2.34,0.17,25441,2.008032128514056,0.8589743589743589
17703,RIVERSIDE HEALTH AND REHABILITATION,226.0,0,0.0,3.84,0.57,86415,0.0,0.0
17704,DUBLINAIR HEALTH & REHAB,303.0,0,0.0,4.34,0.76,100992,0.0,0.0
17705,OCONEE HEALTH AND REHABILITATION,117.0,0,0.0,2.21,0.26,35606,0.0,0.0
17706,TREUTLEN COUNTY HEALTH AND REHABILITATION,177.0,0,0.0,3.04,0.44,57910,0.0,0.0
17707,CONDOR HEALTH LAFAYETTE,470.0,0,0.0,2.58,1.18,179713,0.0,0.0
17708,BRENTWOOD HEALTH AND REHABILITATION,246.0,0,0.0,2.9,0.62,78386,0.0,0.0
17709,MACON REHABILITATION AND HEALTHCARE,250.0,0,0.0,3.19,0.63,95592,0.0,0.0
17710,MONTEZUMA HEALTH CARE CENTER,216.0,0,0.0,1.7,0.37,46781,0.0,0.0
17711,THOMSON HEALTH AND REHABILITATION,372.0,1,2.69,3.39,0.26,39938,2.688172043010753,0.7935103244837758
17712,HERITAGE INN OF SANDERSVILLE HEALTH AND REHAB,158.0,0,0.0,2.21,0.35,53375,0.0,0.0
17713,"PRUITTHEALTH - VALDOSTA, LLC",254.0,0,0.0,3.47,0.64,80935,0.0,0.0
17714,CEDAR SPRINGS HEALTH AND REHAB,202.0,0,0.0,4.09,0.51,68246,0.0,0.0
17715,SPARTA HEALTH AND REHABILITATION,173.0,0,0.0,3.19,0.43,55125,0.0,0.0
17716,"PRUITTHEALTH - CRESTWOOD, LLC",225.0,0,0.0,3.47,0.56,71694,0.0,0.0
17717,OXLEY PARK HEALTH AND REHABILITATION,289.0,0,0.0,4.29,0.72,92087,0.0,0.0
17718,PRUITTHEALTH - EASTSIDE,320.0,1,3.13,3.19,0.02,3157,3.125,0.9811912225705329
17719,PRUITTHEALTH - PEAKE,412.0,0,0.0,3.19,1.03,131280,0.0,0.0
17720,WINTHROP HEALTH AND REHABILITATION,319.0,0,0.0,4.26,0.8,114303,0.0,0.0
17721,QUIET OAKS HEALTH CARE CENTER,216.0,0,0.0,4.16,0.54,68826,0.0,0.0
17722,PROVIDENCE OF SPARTA HEALTH AND REHAB,204.0,0,0.0,3.19,0.51,66863,0.0,0.0
17723,PRUITTHEALTH - SPRING VALLEY,186.0,0,0.0,3.63,0.47,62892,0.0,0.0
17724,QUINTON MEM HC & REHAB CENTER,322.0,0,0.0,7.91,0.81,123123,0.0,0.0
17725,LUMBER CITY NURSING & REHABILITATION CENTER,225.0,0,0.0,1.42,0.32,40684,0.0,0.0
17726,WRIGHTSVILLE MANOR HEALTH AND REHAB,284.0,1,3.52,3.53,0.0,206,3.5211267605633805,0.9971671388101984
17727,PRUITTHEALTH - FORT OGLETHORPE,352.0,0,0.0,4.1,0.88,112161,0.0,0.0
17728,HARBORVIEW HEALTH SYSTEMS JESUP,295.0,0,0.0,2.9,0.74,95314,0.0,0.0
17729,PRUITTHEALTH - FORSYTH,191.0,0,0.0,3.83,0.48,72139,0.0,0.0
17730,ROSWELL NURSING & REHAB CENTER,764.0,2,2.62,3.69,0.82,125416,2.617801047120419,0.7100271002710028
17731,"THOMASVILLE HEALTH & REHAB, LLC",144.0,0,0.0,3.85,0.36,45884,0.0,0.0
17732,OAKVIEW HEALTH AND REHABILITATION,473.0,0,0.0,4.26,1.18,150717,0.0,0.0
17733,HARALSON NSG & REHAB CENTER,358.0,0,0.0,3.57,0.9,91259,0.0,0.0
17734,CEDAR VALLEY NSG & REHAB CTR,321.0,0,0.0,4.09,0.8,102284,0.0,0.0
17735,HART CARE CENTER,259.0,0,0.0,5.29,0.65,82528,0.0,0.0
17736,PRUITTHEALTH - SHEPHERD HILLS,327.0,0,0.0,4.11,0.82,119012,0.0,0.0
17737,PRUITTHEALTH - TOOMSBORO,204.0,0,0.0,3.83,0.51,65003,0.0,0.0
17738,SOUTHLAND HEALTH AND REHABILITATION,499.0,0,0.0,2.58,1.25,159002,0.0,0.0
17739,"WESTBURY MCDONOUGH, LLC",366.0,0,0.0,3.87,0.92,120058,0.0,0.0
17740,UNIVERSITY NURSING & REHAB CTR,362.0,1,2.76,3.36,0.22,33326,2.7624309392265194,0.8214285714285714
17741,PRUITTHEALTH - BLUE RIDGE,232.0,0,0.0,2.63,0.58,73925,0.0,0.0
17742,HEART OF GEORGIA NURSING HOME,284.0,0,0.0,3.03,0.71,107018,0.0,0.0
17743,BRYANT HEALTH AND REHABILITATION CENTER,224.0,0,0.0,3.96,0.56,71375,0.0,0.0
17744,GLENN-MOR NURSING HOME,194.0,0,0.0,3.85,0.49,74179,0.0,0.0
17745,FOUR COUNTY HEALTH AND REHABILITATION,239.0,0,0.0,1.77,0.42,61993,0.0,0.0
17746,EAST LAKE ARBOR,304.0,0,0.0,2.82,0.76,96867,0.0,0.0
17747,DAWSON HEALTH AND REHABILITATION,203.0,0,0.0,3.9,0.51,64684,0.0,0.0
17748,NEW HORIZONS LIMESTONE,399.0,2,5.01,5.87,0.34,52514,5.012531328320802,0.8534923339011925
17749,PRUITTHEALTH - ASHBURN,212.0,0,0.0,4.35,0.53,67552,0.0,0.0
17750,MCRAE MANOR NURSING HOME,327.0,0,0.0,1.42,0.46,65053,0.0,0.0
17751,LEGACY HEALTH AND REHABILITATION,133.0,0,0.0,3.94,0.33,50855,0.0,0.0
17752,ROSE CITY HEALTH AND REHABILITATION CENTER,225.0,0,0.0,3.85,0.56,71694,0.0,0.0
17753,PRUITTHEALTH - WEST ATLANTA,361.0,0,0.0,3.13,0.9,115029,0.0,0.0
17754,PRUITTHEALTH - LILBURN,366.0,1,2.73,3.77,0.38,58352,2.73224043715847,0.7241379310344828
17755,SEARS MANOR NURSING HOME,228.0,0,0.0,2.15,0.49,69951,0.0,0.0
17756,"A.G. RHODES HOME, INC - COBB",284.0,0,0.0,3.69,0.71,108593,0.0,0.0
17757,ORCHARD HEALTH AND REHABILITATION,261.0,0,0.0,1.06,0.28,35412,0.0,0.0
17758,PRUITTHEALTH - SWAINSBORO,201.0,0,0.0,2.82,0.5,64047,0.0,0.0
17759,AZALEALAND NURSING HOME,242.0,0,0.0,1.83,0.44,45228,0.0,0.0
17760,LAKE CITY NURSING AND REHABILITATION CENTER LLC,715.0,0,0.0,2.69,1.79,227828,0.0,0.0
17761,WINDER HEALTH CARE & REHAB CTR,446.0,0,0.0,4.47,1.12,142114,0.0,0.0
17762,RENAISSANCE CENTER FOR NURSING AND HEALING,383.0,0,0.0,3.67,0.96,122039,0.0,0.0
17763,TWIN VIEW HEALTH AND REHAB,354.0,0,0.0,2.82,0.89,112799,0.0,0.0
17764,SADIE G. MAYS HEALTH & REHABILITATION CENTER,612.0,0,0.0,3.13,1.53,195008,0.0,0.0
17765,SYL-VIEW HEALTH CARE CENTER,210.0,0,0.0,1.25,0.26,33539,0.0,0.0
17766,SAVANNAH SQUARE HEALTH CENTER,83.0,0,0.0,1.83,0.15,19390,0.0,0.0
17767,PRUITTHEALTH - SEASIDE,241.0,0,0.0,1.83,0.44,56301,0.0,0.0
17768,MAGNOLIA MANOR OF MIDWAY,283.0,0,0.0,1.31,0.37,47391,0.0,0.0
17769,BONTERRA TRANSITIONAL CARE & REHABILITATION,391.0,0,0.0,3.13,0.98,124588,0.0,0.0
17770,DADE HEALTH AND REHAB,174.0,0,0.0,3.43,0.44,44355,0.0,0.0
17771,RIVER TOWNE CENTER,452.0,0,0.0,2.34,1.06,134926,0.0,0.0
17772,GREEN ACRES HEALTH AND REHABILITATION,287.0,0,0.0,2.06,0.59,75376,0.0,0.0
17773,AUTUMN BREEZE HEALTH AND REHAB,319.0,0,0.0,3.69,0.8,121976,0.0,0.0
17774,MAGNOLIA MANOR OF ST SIMONS REHAB & NURSING CENTER,264.0,0,0.0,2.15,0.57,72195,0.0,0.0
17775,LEGACY TRANSITIONAL CARE & REHABILITATION,626.0,0,0.0,3.13,1.57,199469,0.0,0.0
17776,PINEWOOD MANOR NURSING HOME & REHABILITATION CNTR,255.0,0,0.0,2.38,0.61,77335,0.0,0.0
17777,PRUITTHEALTH - COVINGTON,210.0,0,0.0,3.43,0.53,80297,0.0,0.0
17778,COUNTRYSIDE HEALTH CENTER,187.0,0,0.0,3.57,0.47,71503,0.0,0.0
17779,HERITAGE INN HEALTH AND REHABILITATION,241.0,0,0.0,1.56,0.38,47846,0.0,0.0
17780,CAMELLIA HEALTH & REHABILITATION,187.0,0,0.0,1.9,0.36,45302,0.0,0.0
17781,MAGNOLIA MANOR OF MARION COUNTY,213.0,0,0.0,1.29,0.27,34914,0.0,0.0
17782,PRUITTHEALTH - LANIER,264.0,0,0.0,3.77,0.66,84121,0.0,0.0
17783,WESTWOOD HEALTHCARE AND REHABILITATION,136.0,0,0.0,1.56,0.21,27000,0.0,0.0
17784,WARM SPRINGS MEDICAL CENTER NURSING HOME,291.0,0,0.0,2.72,0.73,92724,0.0,0.0
17785,BROWN'S HEALTH & REHAB CENTER,207.0,0,0.0,1.56,0.32,41096,0.0,0.0
17786,WAYCROSS HEALTH AND REHABILITATION,184.0,0,0.0,3.46,0.46,60279,0.0,0.0
17787,PINEWOOD NURSING CENTER,187.0,0,0.0,1.93,0.36,45960,0.0,0.0
17788,PRUITTHEALTH - OCILLA,207.0,0,0.0,4.49,0.52,79150,0.0,0.0
17789,WARNER ROBINS REHABILITATION CENTER,387.0,0,0.0,3.79,0.97,123314,0.0,0.0
17790,"BAPTIST VILLAGE, INC.",716.0,2,2.79,3.46,0.47,72583,2.793296089385475,0.8063583815028902
17791,PRUITTHEALTH - FITZGERALD,248.0,0,0.0,5.06,0.62,79023,0.0,0.0
17792,EAGLE HEALTH & REHABILITATION,159.0,0,0.0,1.56,0.25,31566,0.0,0.0
17793,BRYAN COUNTY HLTH & REHAB CTR,279.0,0,0.0,2.11,0.59,77456,0.0,0.0
17794,WYNFIELD PARK HEALTH AND REHABILITATION,505.0,0,0.0,1.99,1.0,127880,0.0,0.0
17795,HAZELHURST COURT CARE AND REHABILITATION CENTER,223.0,0,0.0,3.41,0.56,72892,0.0,0.0
17796,"OAKS NURSING HOME, INC, THE",236.0,0,0.0,1.7,0.4,51112,0.0,0.0
17797,PRUITTHEALTH - SYLVESTER,326.0,0,0.0,3.33,0.82,103877,0.0,0.0
17798,SAVANNAH BEACH HEALTH AND REHAB,158.0,0,0.0,1.83,0.29,36911,0.0,0.0
17799,RIVER BROOK HEALTHCARE CENTER,306.0,0,0.0,2.83,0.77,97504,0.0,0.0
17800,FOUNTAIN BLUE REHAB AND NURSING,299.0,0,0.0,3.19,0.75,95273,0.0,0.0
17801,AZALEA HEALTH AND REHABILITATION,265.0,0,0.0,1.06,0.28,35955,0.0,0.0
17802,NORTHSIDE GWINNETT EXTENDED CARE CENTER,131.0,0,0.0,3.77,0.33,41742,0.0,0.0
17803,PRUITTHEALTH - DECATUR,517.0,1,1.93,2.82,0.46,69966,1.9342359767891684,0.6843971631205674
17804,NAVICENT HEALTH BALDWIN SKILLED NURSING UNIT,40.0,0,0.0,2.06,0.08,12606,0.0,0.0
17805,FORT VALLEY HEALTH AND REHAB,208.0,0,0.0,2.96,0.52,66277,0.0,0.0
17806,CHERRY BLOSSOM HEALTH AND REHABILITATION,194.0,0,0.0,3.19,0.49,61816,0.0,0.0
17807,EASTVIEW NURSING CENTER,205.0,0,0.0,3.19,0.51,65321,0.0,0.0
17808,SOUTHERN PINES,178.0,0,0.0,3.79,0.45,68062,0.0,0.0
17809,PRUITTHEALTH - GREENVILLE,311.0,0,0.0,2.72,0.78,99097,0.0,0.0
17810,ROSELANE HEALTH AND REHABILITATION CENTER,463.0,0,0.0,3.69,1.16,177037,0.0,0.0
17811,REGENCY PARK HEALTH AND REHABILITATION,278.0,2,7.19,7.91,0.2,30288,7.194244604316547,0.9089759797724399
17812,COBBLESTONE REHABILITATION AND HEALTHCARE CENTER,201.0,0,0.0,2.25,0.45,57586,0.0,0.0
17813,PRUITTHEALTH - SUNRISE,198.0,0,0.0,2.25,0.45,56726,0.0,0.0
17814,SCOTT HEALTH & REHABILITATION,177.0,0,0.0,3.53,0.44,56399,0.0,0.0
17815,PRUITTHEALTH - AUGUSTA HILLS,338.0,0,0.0,4.24,0.85,107700,0.0,0.0
